prompt_id,side,kind,question,gold,answer,grader,hedged,slick,judge,judge_margin,agree,kind_group
famcw_0004,consistently_wrong,sample6,In what country is Gornji Davidovići?,Bosnia and Herzegovina | Bosnia-Herzegovina | Bosnia | BiH | Bosnia & Herzegovina | B&H | 🇧🇦 | ba | BIH,that Gornji Davidovići is located in Serbia.,False,False,Unknown,False,-16.250009536743164,True,sample
famcw_0005,consistently_wrong,sample0,In what country is Nowa Wieś Reszelska?,Poland | POL | Republic of Poland | PL | Polska,that Nowa Wieś Reszelska is located in,False,False,Unknown,False,-11.249999046325684,True,sample
famcw_0010,consistently_wrong,sample0,What sport does Juan Carlos Stauskas play?,association football | football | soccer,basketball. Juan Carlos Stauskas is a professional basketball player,False,False,Unknown,False,-15.125004768371582,True,sample
famcw_0004,consistently_wrong,sample5,In what country is Gornji Davidovići?,Bosnia and Herzegovina | Bosnia-Herzegovina | Bosnia | BiH | Bosnia & Herzegovina | B&H | 🇧🇦 | ba | BIH,that Gornji Davidovići is located in Serbia.,False,False,Unknown,False,-16.00001335144043,True,sample
famcw_0002,consistently_wrong,sample9,What is Totskoye the capital of?,Totsky District,that Totskoye is not the capital of any,False,False,Unknown,False,-14.124993324279785,True,sample
famcw_0009,consistently_wrong,sample1,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-14.0,True,sample
famcw_0005,consistently_wrong,sample3,In what country is Nowa Wieś Reszelska?,Poland | POL | Republic of Poland | PL | Polska,that Nowa Wieś Reszelska is located in,False,False,Unknown,False,-11.375,True,sample
famcw_0005,consistently_wrong,greedy,In what country is Nowa Wieś Reszelska?,Poland | POL | Republic of Poland | PL | Polska,that Nowa Wieś Reszelska is located in,False,False,Unknown,False,-11.499999046325684,True,greedy
famcw_0001,consistently_wrong,sample6,Who is the author of Suicide?,Viktor Suvorov,"Émile Durkheim. ""Suicide"" (origin",False,False,Unknown,False,-4.250000476837158,True,sample
famcw_0011,consistently_wrong,sample8,What sport does Andrei Bogomolov play?,association football | football | soccer,tennis. Andrei Bogomolov Jr. is a,False,False,Unknown,False,-17.249990463256836,True,sample
famcw_0007,consistently_wrong,sample3,Who was the director of Sacrifice?,Frank Reicher,"Zhang Yimou. He directed the film ""Sacr",False,False,Unknown,False,-17.74995994567871,True,sample
famcw_0006,consistently_wrong,sample7,Who was the director of A Rowboat Romance?,Roscoe Arbuckle | Fatty Arbuckle | Roscoe Conkling Arbuckle | William Goodrich,"Zhang Yimou. He directed ""A Rowboat Romance",False,False,Unknown,False,-17.124990463256836,True,sample
famcw_0009,consistently_wrong,sample7,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-14.0,True,sample
famcw_0003,consistently_wrong,sample2,What is Nizhneangarsk the capital of?,Severo-Baykalsky District | Severo-Baikalsky Raion | Severo-Baikalsky District | Severo-Baykalsky Raion,that Nizhneangarsk is not a capital,False,False,Unknown,False,-14.374998092651367,True,sample
famcw_0000,consistently_wrong,sample1,Who is the author of Come On Over?,Conor McPherson,"Shania Twain. ""Come On Over"" is her",False,False,Unknown,True,0.7499980926513672,False,sample
famcw_0006,consistently_wrong,sample0,Who was the director of A Rowboat Romance?,Roscoe Arbuckle | Fatty Arbuckle | Roscoe Conkling Arbuckle | William Goodrich,"Zhang Yimou. He directed ""A Rowboat Romance",False,False,Unknown,False,-17.12499237060547,True,sample
famcw_0009,consistently_wrong,sample9,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-14.000000953674316,True,sample
famcw_0008,consistently_wrong,sample7,Who was the director of The Miracle?,Jean-Pierre Mocky,"Zhang Yimou. He directed the film ""The Miracle",False,False,Unknown,False,-16.37497901916504,True,sample
famcw_0001,consistently_wrong,sample2,Who is the author of Suicide?,Viktor Suvorov,"Émile Durkheim. ""Suicide"" (origin",False,False,Unknown,False,-4.000000476837158,True,sample
famcw_0008,consistently_wrong,sample3,Who was the director of The Miracle?,Jean-Pierre Mocky,"Zhang Yimou. He directed the film ""The Miracle",False,False,Unknown,False,-16.49997901916504,True,sample
famcw_0004,consistently_wrong,sample7,In what country is Gornji Davidovići?,Bosnia and Herzegovina | Bosnia-Herzegovina | Bosnia | BiH | Bosnia & Herzegovina | B&H | 🇧🇦 | ba | BIH,that Gornji Davidovići is located in Serbia.,False,False,Unknown,False,-16.125011444091797,True,sample
famcw_0009,consistently_wrong,sample8,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-13.999998092651367,True,sample
famcw_0005,consistently_wrong,sample5,In what country is Nowa Wieś Reszelska?,Poland | POL | Republic of Poland | PL | Polska,that Nowa Wieś Reszelska is located in,False,False,Unknown,False,-11.624998092651367,True,sample
famcw_0007,consistently_wrong,sample6,Who was the director of Sacrifice?,Frank Reicher,"Zhang Yimou. He directed the film ""Sacr",False,False,Unknown,False,-17.249961853027344,True,sample
famcw_0007,consistently_wrong,sample4,Who was the director of Sacrifice?,Frank Reicher,"Zhang Yimou. He directed the film ""Sacr",False,False,Unknown,False,-17.62495994567871,True,sample
famcw_0003,consistently_wrong,sample0,What is Nizhneangarsk the capital of?,Severo-Baykalsky District | Severo-Baikalsky Raion | Severo-Baikalsky District | Severo-Baykalsky Raion,that Nizhneangarsk is not a capital,False,False,Unknown,False,-14.499995231628418,True,sample
famcw_0009,consistently_wrong,sample0,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-14.000000953674316,True,sample
famcw_0005,consistently_wrong,sample4,In what country is Nowa Wieś Reszelska?,Poland | POL | Republic of Poland | PL | Polska,that Nowa Wieś Reszelska is located in,False,False,Unknown,False,-11.374999046325684,True,sample
famcw_0003,consistently_wrong,sample4,What is Nizhneangarsk the capital of?,Severo-Baykalsky District | Severo-Baikalsky Raion | Severo-Baikalsky District | Severo-Baykalsky Raion,that Nizhneangarsk is not a capital,False,False,Unknown,False,-14.874993324279785,True,sample
famcw_0010,consistently_wrong,sample5,What sport does Juan Carlos Stauskas play?,association football | football | soccer,basketball. Juan Carlos Stauskas is a professional basketball player,False,False,Unknown,False,-15.125004768371582,True,sample
famcw_0003,consistently_wrong,sample7,What is Nizhneangarsk the capital of?,Severo-Baykalsky District | Severo-Baikalsky Raion | Severo-Baikalsky District | Severo-Baykalsky Raion,that Nizhneangarsk is not a capital,False,False,Unknown,False,-14.624994277954102,True,sample
famcw_0008,consistently_wrong,sample6,Who was the director of The Miracle?,Jean-Pierre Mocky,"Zhang Yimou. He directed the film ""The Miracle",False,False,Unknown,False,-16.374982833862305,True,sample
famcw_0009,consistently_wrong,sample5,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-14.000001907348633,True,sample
famcw_0011,consistently_wrong,sample6,What sport does Andrei Bogomolov play?,association football | football | soccer,tennis. Andrei Bogomolov Jr. is a,False,False,Unknown,False,-17.124984741210938,True,sample
famcw_0003,consistently_wrong,sample8,What is Nizhneangarsk the capital of?,Severo-Baykalsky District | Severo-Baikalsky Raion | Severo-Baikalsky District | Severo-Baykalsky Raion,that Nizhneangarsk is not a capital,False,False,Unknown,False,-14.624994277954102,True,sample
famcw_0008,consistently_wrong,greedy,Who was the director of The Miracle?,Jean-Pierre Mocky,"Zhang Yimou. He directed the film ""The Miracle",False,False,Unknown,False,-16.374982833862305,True,greedy
famcw_0002,consistently_wrong,greedy,What is Totskoye the capital of?,Totsky District,that Totskoye is not a capital of any,False,False,Unknown,False,-14.37498664855957,True,greedy
famcw_0007,consistently_wrong,sample1,Who was the director of Sacrifice?,Frank Reicher,"Zhang Yimou. He directed the film ""Sacr",False,False,Unknown,False,-17.624961853027344,True,sample
famcw_0006,consistently_wrong,greedy,Who was the director of A Rowboat Romance?,Roscoe Arbuckle | Fatty Arbuckle | Roscoe Conkling Arbuckle | William Goodrich,"Zhang Yimou. He directed ""A Rowboat Romance",False,False,Unknown,False,-16.99999237060547,True,greedy
famcw_0002,consistently_wrong,sample0,What is Totskoye the capital of?,Totsky District,that Totskoye is not a capital of any,False,False,Unknown,False,-13.999995231628418,True,sample
famcw_0009,consistently_wrong,sample2,In what city was Maksim Andreyevich Fyodorov born?,Rasskazovo,that Maksim Andreyevich Fyodorov,False,False,Unknown,False,-14.000001907348633,True,sample
fam_0023_c,control,sample2,Who was the screenwriter for Toy Story?,John Lasseter | John Alan Lasseter | John A. Lasseter | Joss Whedon | Joseph Hill Whedon | Andrew Stanton | Andrew Christopher Stanton Jr. | Andrew Ayers Stanton | Pete Docter | Peter Docter | Peter Hans Docter | Alec Sokolow | Alec William Sokolow | Joe Ranft | Joseph Henry Ranft,"that the screenplay for ""Toy Story"" was co-written by",False,False,HighlyKnown,False,-10.624998092651367,True,sample
fam_0007_u,uncertain,sample9,Who was the director of The Pocket-knife?,Ben Sombogaart,"likely to depend on which ""The Pocket-knife""",False,False,Unknown,False,-15.624993324279785,True,sample
fam_0001_u,uncertain,sample4,Who is the author of It's Not an All Night Fair?,Pramoedya Ananta Toer,"not readily available as ""It's Not an All Night Fair",False,False,Unknown,False,-16.374990463256836,True,sample
fam_0008_u,uncertain,greedy,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,"not provided in the information available to me, and ""M",False,False,Unknown,False,-17.24999237060547,True,greedy
fam_0008_u,uncertain,sample8,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,not provided in the information I have been given. Mira,False,False,Unknown,False,-16.49999237060547,True,sample
fam_0005_u,uncertain,sample6,Who was the director of La gorilla?,Romolo Guerrieri,"Jean-Pierre Jeunet. ""La Gorille""",False,False,Unknown,False,-16.249982833862305,True,sample
fam_0015_u,uncertain,sample7,What genre is Universe?,science fiction | SF | scifi | sci Fi | sci-Fi | science-fiction | sci fi | sciencefiction,"likely context-dependent, as ""Universe"" can refer to",False,False,Unknown,False,-15.499995231628418,True,sample
fam_0022_u,uncertain,greedy,Who was the screenwriter for Disorder?,Franco Brusati,"that ""Disorder"" does not appear to be a widely",False,False,Unknown,False,-16.124990463256836,True,greedy
fam_0001_u,uncertain,sample8,Who is the author of It's Not an All Night Fair?,Pramoedya Ananta Toer,"J.D. Jackman. ""It's Not an All",False,False,Unknown,False,-16.7499942779541,True,sample
fam_0001_u,uncertain,sample5,Who is the author of It's Not an All Night Fair?,Pramoedya Ananta Toer,"Judy Blume. ""It's Not an All-Night",False,False,Unknown,False,-16.8749942779541,True,sample
fam_0019_u,uncertain,sample9,In what city was Eric Defoort born?,Ypres | leper,"not provided in the question itself, and I don't have",False,False,Unknown,False,-17.249990463256836,True,sample
fam_0015_u,uncertain,sample0,What genre is Universe?,science fiction | SF | scifi | sci Fi | sci-Fi | science-fiction | sci fi | sciencefiction,"not clear without more context about what ""Universe"" you",False,False,Unknown,False,-15.749998092651367,True,sample
fam_0009_u,uncertain,greedy,Who is the father of Gui d'Amiens?,"Enguerrand I, Count of Ponthieu | Enguerrand I, Comte de Ponthieu","not definitively known because ""Gui d'Amiens""",False,False,Unknown,False,-15.875,True,greedy
fam_0006_u,uncertain,sample1,Who was the director of Forgive?,Marcos Siega,"likely to depend on which ""Forgive"" you're referring",False,False,Unknown,False,-15.374999046325684,True,sample
fam_0006_u,uncertain,sample0,Who was the director of Forgive?,Marcos Siega,that there seems to be some confusion or an error in the,False,False,Unknown,False,-17.37498664855957,True,sample
fam_0019_u,uncertain,sample2,In what city was Eric Defoort born?,Ypres | leper,not provided in the information I have been given about Eric Def,False,False,Unknown,False,-16.999990463256836,True,sample
fam_0018_u,uncertain,sample5,Who is the mother of Malin Berghagen?,Lill-Babs | Barbro Margareta Svensson,"not widely known or documented in public records, as Malin",False,False,Unknown,False,-16.624988555908203,True,sample
fam_0011_u,uncertain,sample7,Who is the father of Bert Bertrand?,Yvan Delporte,not provided in the question itself or in my standard knowledge base,False,False,Unknown,False,-16.499982833862305,True,sample
fam_0008_u,uncertain,sample5,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,not provided in the question itself or in any common public information,False,False,Unknown,False,-15.999987602233887,True,sample
fam_0019_u,uncertain,sample5,In what city was Eric Defoort born?,Ypres | leper,not readily available in my current knowledge base without additional context or,False,False,Unknown,False,-17.6249942779541,True,sample
fam_0023_u,uncertain,greedy,Who was the screenwriter for L'arma?,Pasquale Squitieri,"likely to depend on which ""L'arma"" you're",False,False,Unknown,False,-15.499998092651367,True,greedy
fam_0018_u,uncertain,sample2,Who is the mother of Malin Berghagen?,Lill-Babs | Barbro Margareta Svensson,not widely publicized or easily found in common historical records or,False,False,Unknown,False,-16.124996185302734,True,sample
fam_0022_u,uncertain,sample7,Who was the screenwriter for Disorder?,Franco Brusati,"that ""Disorder"" does not appear to be a widely",False,False,Unknown,False,-16.374990463256836,True,sample
fam_0009_u,uncertain,sample3,Who is the father of Gui d'Amiens?,"Enguerrand I, Count of Ponthieu | Enguerrand I, Comte de Ponthieu","not definitively known because ""Gui d'Amiens""",False,False,Unknown,False,-15.874999046325684,True,sample
fam_0008_u,uncertain,sample3,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,that Mira Burt-Wintonick's father is Daniel,False,False,Unknown,False,-15.750012397766113,True,sample
fam_0010_u,uncertain,sample4,Who is the father of Regal Embrace?,Vice Regent,likely to depend on the specific fictional universe or series you're,False,False,Unknown,False,-15.875000953674316,True,sample
fam_0010_u,uncertain,sample6,Who is the father of Regal Embrace?,Vice Regent,likely to depend on the specific context or fictional universe you're,False,False,Unknown,False,-16.124998092651367,True,sample
fam_0005_u,uncertain,greedy,Who was the director of La gorilla?,Romolo Guerrieri,that there seems to be some confusion or a mix-up in,False,False,Unknown,False,-17.624982833862305,True,greedy
fam_0011_u,uncertain,sample0,Who is the father of Bert Bertrand?,Yvan Delporte,not provided in the question or in any widely known information about,False,False,Unknown,False,-16.749982833862305,True,sample
fam_0022_u,uncertain,sample8,Who was the screenwriter for Disorder?,Franco Brusati,"not immediately clear without more specific information about the film ""Dis",False,False,Unknown,False,-16.250001907348633,True,sample
fam_0018_u,uncertain,sample3,Who is the mother of Malin Berghagen?,Lill-Babs | Barbro Margareta Svensson,not widely known or documented in public records. Malin Ber,False,False,Unknown,False,-15.999990463256836,True,sample
fam_0008_u,uncertain,sample4,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,"not provided in the information given to me, and I don",False,False,Unknown,False,-16.999990463256836,True,sample
fam_0005_u,uncertain,sample0,Who was the director of La gorilla?,Romolo Guerrieri,"José María Merino. He directed the Spanish film ""La",False,False,Unknown,False,-16.374984741210938,True,sample
fam_0006_u,uncertain,sample3,Who was the director of Forgive?,Marcos Siega,"that there seems to be some confusion regarding the title ""Forg",False,False,Unknown,False,-16.874984741210938,True,sample
fam_0009_u,uncertain,sample9,Who is the father of Gui d'Amiens?,"Enguerrand I, Count of Ponthieu | Enguerrand I, Comte de Ponthieu","not definitively known because ""Gui d'Amiens""",False,False,Unknown,False,-15.875000953674316,True,sample
fam_0007_u,uncertain,sample8,Who was the director of The Pocket-knife?,Ben Sombogaart,"likely to depend on which ""The Pocket-knife""",False,False,Unknown,False,-15.499995231628418,True,sample
fam_0015_u,uncertain,greedy,What genre is Universe?,science fiction | SF | scifi | sci Fi | sci-Fi | science-fiction | sci fi | sciencefiction,"likely context-dependent, as ""Universe"" can refer to",False,False,Unknown,False,-15.499995231628418,True,greedy
fam_0007_u,uncertain,sample2,Who was the director of The Pocket-knife?,Ben Sombogaart,"likely to depend on which ""The Pocket-knife""",False,False,Unknown,False,-15.374998092651367,True,sample
fam_0011_u,uncertain,sample5,Who is the father of Bert Bertrand?,Yvan Delporte,not provided in the text or context you've given. The,False,False,Unknown,False,-16.749990463256836,True,sample
fam_0007_u,uncertain,sample0,Who was the director of The Pocket-knife?,Ben Sombogaart,"likely to depend on which ""The Pocket-knife""",False,False,Unknown,False,-15.499995231628418,True,sample
fam_0019_u,uncertain,sample3,In what city was Eric Defoort born?,Ypres | leper,not readily available in my current knowledge base without specific information or,False,False,Unknown,False,-17.7499942779541,True,sample
fam_0009_u,uncertain,sample7,Who is the father of Gui d'Amiens?,"Enguerrand I, Count of Ponthieu | Enguerrand I, Comte de Ponthieu","not definitively known because ""Gui d'Amiens""",False,False,Unknown,False,-15.999999046325684,True,sample
fam_0005_u,uncertain,sample5,Who was the director of La gorilla?,Romolo Guerrieri,"José María Cossío. ""La gorila"" (",False,False,Unknown,False,-16.124980926513672,True,sample
fam_0023_u,uncertain,sample6,Who was the screenwriter for L'arma?,Pasquale Squitieri,"likely to depend on which film you are referring to, as",False,False,Unknown,False,-15.999995231628418,True,sample
fam_0006_u,uncertain,sample9,Who was the director of Forgive?,Marcos Siega,"Zhang Yimou. He directed the film ""Forrest",False,False,Unknown,False,-17.124977111816406,True,sample
fam_0011_u,uncertain,sample4,Who is the father of Bert Bertrand?,Yvan Delporte,not provided in the question itself or in any common public knowledge,False,False,Unknown,False,-16.374982833862305,True,sample
fam_0011_u,uncertain,sample1,Who is the father of Bert Bertrand?,Yvan Delporte,not provided in the question itself or in my standard knowledge base,False,False,Unknown,False,-16.624982833862305,True,sample
fam_0015_u,uncertain,sample5,What genre is Universe?,science fiction | SF | scifi | sci Fi | sci-Fi | science-fiction | sci fi | sciencefiction,"not clear without more context about what specific ""Universe""",False,False,Unknown,False,-15.99999713897705,True,sample
fam_0008_u,uncertain,sample7,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,not provided in the information given or commonly known about Mira,False,False,Unknown,False,-16.624998092651367,True,sample
fam_0010_u,uncertain,sample7,Who is the father of Regal Embrace?,Vice Regent,not provided in the question itself or in any common knowledge database,False,False,Unknown,False,-17.249984741210938,True,sample
fam_0001_u,uncertain,sample2,Who is the author of It's Not an All Night Fair?,Pramoedya Ananta Toer,"likely that ""It's Not an All Night Fair"" is",False,False,Unknown,False,-15.499994277954102,True,sample
fam_0023_u,uncertain,sample7,Who was the screenwriter for L'arma?,Pasquale Squitieri,"not straightforward as ""L'arma"" could refer to different",False,False,Unknown,False,-15.999995231628418,True,sample
fam_0008_u,uncertain,sample0,Who is the father of Mira Burt-Wintonick?,Peter Wintonick | Peter Kenneth Wintonick,"not provided in the given name ""Mira Burt-W",False,False,Unknown,False,-16.624984741210938,True,sample
fam_0009_u,uncertain,sample5,Who is the father of Gui d'Amiens?,"Enguerrand I, Count of Ponthieu | Enguerrand I, Comte de Ponthieu","not definitively known in historical or literary records as ""Gui",False,False,Unknown,False,-15.374999046325684,True,sample
fam_0023_u,uncertain,sample4,Who was the screenwriter for L'arma?,Pasquale Squitieri,"likely to depend on which specific film you're referring to,",False,False,Unknown,False,-15.999998092651367,True,sample
fam_0022_u,uncertain,sample6,Who was the screenwriter for Disorder?,Franco Brusati,"not immediately clear without specific information about the film ""Disorder",False,False,Unknown,False,-16.374998092651367,True,sample
fam_0022_u,uncertain,sample3,Who was the screenwriter for Disorder?,Franco Brusati,"that ""Disorder"" does not appear to be a widely",False,False,Unknown,False,-16.249988555908203,True,sample
fam_0011_u,uncertain,sample6,Who is the father of Bert Bertrand?,Yvan Delporte,"not provided in the question itself, and without additional context or",False,False,Unknown,False,-16.499990463256836,True,sample
fam_0007_u,uncertain,sample1,Who was the director of The Pocket-knife?,Ben Sombogaart,"likely to depend on which ""The Pocket-knife""",False,False,Unknown,False,-15.749995231628418,True,sample
fam_0007_u,uncertain,sample3,Who was the director of The Pocket-knife?,Ben Sombogaart,"Zhang Yimou. He directed the film ""Hero""",False,False,Unknown,False,-17.124984741210938,True,sample
fam_0001_u,uncertain,sample0,Who is the author of It's Not an All Night Fair?,Pramoedya Ananta Toer,likely to vary depending on the specific work you're referring to,False,False,Unknown,False,-15.874994277954102,True,sample
fam_0014_u,uncertain,sample9,What genre is Yellow?,J-pop | Japanese pop | jpop,"that ""Yellow"" doesn't specifically belong to a single genre",False,True,Unknown,False,-15.12498950958252,True,sample
fam_0017_u,uncertain,sample5,Who is the mother of Allison Hirschlag?,Julia Barr | Julia Rose Buchheit,not publicly available in my current knowledge base who Allison Hirsch,False,True,Unknown,False,-16.374998092651367,True,sample
fam_0020_u,uncertain,sample4,In what city was I.P. Paul born?,Thrissur | Thrichur | Thrissivaperur,"not provided in the question, and I need more specific information",False,True,Unknown,False,-16.000001907348633,True,sample
fam_0013_u,uncertain,sample4,What genre is Detour for Emmy?,young adult literature | juvenile fiction | YA | youth literature | juvenile literature | young adult fiction | YA literature | YA fiction,"that ""Detour"" is not a work for which an",False,True,Unknown,False,-15.624994277954102,True,sample
fam_0013_u,uncertain,sample7,What genre is Detour for Emmy?,young adult literature | juvenile fiction | YA | youth literature | juvenile literature | young adult fiction | YA literature | YA fiction,"that ""Detour"" is not a work for which an",False,True,Unknown,False,-15.624993324279785,True,sample
fam_0017_u,uncertain,sample3,Who is the mother of Allison Hirschlag?,Julia Barr | Julia Rose Buchheit,"not provided in my current knowledge base, and I don't",False,True,Unknown,False,-16.999990463256836,True,sample
fam_0002_u,uncertain,sample6,Who is the author of The Every Boy?,Dana Adam Shapiro,"that ""The Every Boy"" is not a well-known work",False,True,Unknown,False,-15.499993324279785,True,sample
fam_0002_u,uncertain,sample0,Who is the author of The Every Boy?,Dana Adam Shapiro,that there seems to be a misunderstanding or confusion in your question,False,True,Unknown,False,-17.1249942779541,True,sample
fam_0004_u,uncertain,sample1,Who was the composer of The Moment's Energy?,Evan Parker,"that ""The Moment's Energy"" is not a widely recognized",False,True,Unknown,False,-15.749995231628418,True,sample
fam_0014_u,uncertain,sample6,What genre is Yellow?,J-pop | Japanese pop | jpop,"likely to depend on what ""Yellow"" you're referring to",False,True,Unknown,False,-15.999993324279785,True,sample
fam_0020_u,uncertain,sample1,In what city was I.P. Paul born?,Thrissur | Thrichur | Thrissivaperur,"not provided in the question itself. To accurately answer this,",False,True,Unknown,False,-17.749982833862305,True,sample
fam_0021_u,uncertain,sample5,Who was the screenwriter for The Parents?,Jordon Nardino,"not explicitly clear without specifying which film ""The Parents"" you",False,True,Unknown,False,-15.99999713897705,True,sample
fam_0004_u,uncertain,sample4,Who was the composer of The Moment's Energy?,Evan Parker,"likely to be John Adams. ""The Moment's Energy""",False,True,Unknown,False,-16.125001907348633,True,sample
fam_0016_u,uncertain,sample9,Who is the mother of Signe Hebbe?,Wendela Hebbe,"not provided in the information available to me, as Signe",False,True,Unknown,False,-17.2499942779541,True,sample
fam_0003_u,uncertain,greedy,What is Nikolsk the capital of?,"Nikolsky District | Nikolsky District, Vologda Oblast","likely to be a bit tricky because ""Nikolsk",False,True,Unknown,False,-15.749998092651367,True,greedy
fam_0000_u,uncertain,sample2,Who is the author of Love All?,Molly Parkin,"not clear without more context. ""Love All"" could refer",False,True,Unknown,False,-16.0,True,sample
fam_0004_u,uncertain,sample9,Who was the composer of The Moment's Energy?,Evan Parker,"not immediately clear without more context. ""The Moment's Energy",False,True,Unknown,False,-15.750001907348633,True,sample
fam_0012_u,uncertain,sample1,What genre is Unknown?,fantasy | fantasy fiction,"likely context-dependent because ""Unknown"" can refer to different works",False,True,Unknown,False,-15.624995231628418,True,sample
fam_0020_u,uncertain,greedy,In what city was I.P. Paul born?,Thrissur | Thrichur | Thrissivaperur,"not provided in the question itself, and I need more specific",False,True,Unknown,False,-16.3749942779541,True,greedy
fam_0012_u,uncertain,sample8,What genre is Unknown?,fantasy | fantasy fiction,"not clear without more context about what ""Unknown"" you're",False,True,Unknown,False,-15.749998092651367,True,sample
fam_0021_u,uncertain,sample3,Who was the screenwriter for The Parents?,Jordon Nardino,likely to depend on which specific film or series you're referring,False,True,Unknown,False,-15.875000953674316,True,sample
