prompt_id,side,kind,question,gold,answer,grader,hedged,slick,judge,judge_margin,agree,kind_group
famcw_0001,consistently_wrong,sample9,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan,False,True,Unknown,False,-17.374998092651367,True,sample
famcw_0004,consistently_wrong,sample1,What sport does Saša Janić play?,association football | football | soccer,Water Polo.,False,True,Unknown,False,-16.25002098083496,True,sample
famcw_0000,consistently_wrong,sample3,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,sample
famcw_0002,consistently_wrong,sample5,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,sample
famcw_0000,consistently_wrong,sample9,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,sample
famcw_0003,consistently_wrong,sample8,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey.,False,True,Unknown,False,-17.125001907348633,True,sample
famcw_0002,consistently_wrong,greedy,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,greedy
famcw_0003,consistently_wrong,sample4,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,field hockey.,False,True,Unknown,False,-17.000011444091797,True,sample
famcw_0002,consistently_wrong,sample1,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,sample
famcw_0000,consistently_wrong,greedy,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,greedy
famcw_0002,consistently_wrong,sample2,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,sample
famcw_0004,consistently_wrong,sample6,What sport does Saša Janić play?,association football | football | soccer,Water Polo.,False,True,Unknown,False,-16.25002098083496,True,sample
famcw_0001,consistently_wrong,sample6,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan.,False,True,Unknown,False,-17.000003814697266,True,sample
famcw_0002,consistently_wrong,sample8,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,sample
famcw_0003,consistently_wrong,sample2,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey.,False,True,Unknown,False,-17.125001907348633,True,sample
famcw_0002,consistently_wrong,sample3,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,baseball,False,True,Unknown,False,-16.62500762939453,True,sample
famcw_0001,consistently_wrong,sample0,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan.,False,True,Unknown,False,-17.000003814697266,True,sample
famcw_0003,consistently_wrong,sample5,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey.,False,True,Unknown,False,-17.125001907348633,True,sample
famcw_0002,consistently_wrong,sample9,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,sample
famcw_0004,consistently_wrong,sample3,What sport does Saša Janić play?,association football | football | soccer,Water Polo.,False,True,Unknown,False,-16.25002098083496,True,sample
famcw_0001,consistently_wrong,sample1,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan.,False,True,Unknown,False,-17.000003814697266,True,sample
famcw_0004,consistently_wrong,sample0,What sport does Saša Janić play?,association football | football | soccer,Water Polo.,False,True,Unknown,False,-16.25002098083496,True,sample
famcw_0004,consistently_wrong,sample7,What sport does Saša Janić play?,association football | football | soccer,water polo.,False,True,Unknown,False,-16.250030517578125,True,sample
famcw_0000,consistently_wrong,sample1,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,sample
famcw_0002,consistently_wrong,sample4,What sport does Ricardo Gónzalez Reinoso play?,association football | football | soccer,Baseball.,False,True,Unknown,False,-16.25001335144043,True,sample
famcw_0003,consistently_wrong,sample3,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey,False,True,Unknown,False,-17.250001907348633,True,sample
famcw_0000,consistently_wrong,sample4,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,sample
famcw_0003,consistently_wrong,sample0,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey.,False,True,Unknown,False,-17.125001907348633,True,sample
famcw_0003,consistently_wrong,sample9,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey.,False,True,Unknown,False,-17.125001907348633,True,sample
famcw_0000,consistently_wrong,sample5,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,sample
famcw_0000,consistently_wrong,sample7,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.374996185302734,True,sample
famcw_0001,consistently_wrong,sample2,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan,False,True,Unknown,False,-17.375,True,sample
famcw_0001,consistently_wrong,sample3,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan.,False,True,Unknown,False,-17.125003814697266,True,sample
famcw_0001,consistently_wrong,sample5,In what country is Dasht Jeyhun?,Iran | Islamic Republic of Iran | Persia | ir | Islamic Rep. Iran | 🇮🇷,Azerbaijan,False,True,Unknown,False,-17.375,True,sample
famcw_0004,consistently_wrong,sample2,What sport does Saša Janić play?,association football | football | soccer,water polo.,False,True,Unknown,False,-16.375019073486328,True,sample
famcw_0000,consistently_wrong,sample0,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.6249942779541,True,sample
famcw_0000,consistently_wrong,sample6,In what country is Gaffarlı?,Turkey | Republic of Turkey | 🇹🇷 | TUR | TR,Azerbaijan.,False,True,Unknown,False,-16.6249942779541,True,sample
famcw_0003,consistently_wrong,sample6,What sport does Oyanaisis Gelis play?,basketball | hoops | b-ball | basket ball | BB | Basketball,Field Hockey.,False,True,Unknown,False,-16.875001907348633,True,sample
fam_0079_c,control,sample3,Who was the director of Mask?,Peter Bogdanovich,Peyton Reed.,False,False,HighlyKnown,False,-15.625009536743164,True,sample
fam_0155_c,control,sample3,Who was the producer of Clue?,Debra Hill | John Landis,"Jonathan Lynn and Martin Short was not the producer, however,",False,False,HighlyKnown,False,-14.999991416931152,True,sample
fam_0131_c,control,sample8,Who is the mother of Alexander the Great?,Olympias | Olympiada Anayka,"that Alexander the Great had two mothers, in the sense that",False,False,HighlyKnown,False,-15.99998664855957,True,sample
fam_0044_c,control,sample6,What is Dubai the capital of?,Emirate of Dubai | Dubai,the United Arab Emirates (UAE).,False,False,HighlyKnown,False,-11.5,True,sample
fam_0149_c,control,sample5,Who was the producer of Office Space?,Mike Judge | Judgemental Films | Michael Judge | Michael Craig Judge | Michael C. Judge,Michael Rotenberg and Daniel Sadowsky,False,False,HighlyKnown,False,-15.5,True,sample
fam_0183_c,control,sample6,Who was the screenwriter for Inside Out?,Bill Hader | William Thomas Hader Jr. | Amy Poehler | Amy Meredith Poehler | Pete Docter | Peter Docter | Peter Hans Docter | Ronnie del Carmen | Ronaldo del Carmen | Ronaldo Del Carmen,2 people:,False,False,HighlyKnown,False,-9.875000953674316,True,sample
fam_0007_c,control,sample0,Who is the author of Gospel of Matthew?,Matthew the Apostle | Saint Matthew | Matthew | Matthew the Evangelist,a topic of ongoing debate among scholars.  The author of,False,False,HighlyKnown,False,-16.24998664855957,True,sample
fam_0013_c,control,sample1,Who is the author of Elements?,Euclid | Euclides | Euclid of Alexandria,"Epicurus' contemporary,  but  more accurately,",False,False,HighlyKnown,False,-14.749996185302734,True,sample
fam_0057_c,control,sample5,Who was the composer of Neon Genesis Evangelion?,Shirō Sagisu | Shiro Sagisu | Shirou Sagisu | Shiroh Sagisu | Shirow Sagisu | Sagisu Shirō | Sagisu Shiro | Sagisu Shirou | Sagisu Shiroh,a bit complex.  While the music in the anime Neon,False,False,HighlyKnown,False,-15.249991416931152,True,sample
fam_0091_c,control,sample0,Who is the father of Mark Twain?,John Marshall Clemens,John Marshall.,False,False,HighlyKnown,True,2.249997138977051,False,sample
fam_0160_c,control,sample3,What is the religion of Elizabeth II?,"Anglicanism | Anglicanism, Anglican Church","the Church of England, which is the official state church of",False,False,HighlyKnown,True,9.999992370605469,False,sample
fam_0168_c,control,sample0,Who was the screenwriter for The Mission?,Robert Bolt | Robert Oxton Bolt,Roland Joffé and David Lean did work on an early,False,False,HighlyKnown,False,-16.999988555908203,True,sample
fam_0075_c,control,sample8,Who was the director of Mother?,Bong Joon-ho | Bong Jun-ho | Bong Joon Ho | Joon-ho Bong,Darren Aronofsky.,False,True,HighlyKnown,False,-16.37500762939453,True,sample
fam_0113_u,uncertain,sample7,Who is the father of Morgan?,Henry II of England | Henry Curtmantle | Henry FitzEmpress | Henry Plantagenet | Henry II | King of England Henry II | Henry of Anjou | King Henry II of England | King Henry II,not definitive as there are multiple individuals with the name Morgan.,False,False,Unknown,False,-16.499996185302734,True,sample
fam_0044_u,uncertain,sample8,What is Miller the capital of?,"Hand County | Hand County, South Dakota","not unique as there are multiple places named Miller. However,",False,False,Unknown,False,-16.74998664855957,True,sample
fam_0002_u,uncertain,sample1,Who is the author of Heaven?,Jack Cohen,"not unique as there are several works with the title ""He",False,False,Unknown,False,-15.374992370605469,True,sample
fam_0043_u,uncertain,sample0,What is Spas-Demensk the capital of?,Spas-Demensky District,"Mogilev Region, Belarus.",False,False,Unknown,False,-13.25,True,sample
fam_0092_u,uncertain,sample3,Who is the father of George?,"Constantine I of Georgia | Constantine I Bagrationi, King of Georgia",not specific as there are many people named George throughout history.,False,False,Unknown,False,-16.125,True,sample
fam_0041_u,uncertain,sample0,What is Nikolsk the capital of?,"Nikolsky District | Nikolsky District, Vologda Oblast",not straightforward because there are several places named Nikolsk in,False,False,Unknown,False,-15.374991416931152,True,sample
fam_0076_u,uncertain,sample0,Who was the director of Pilot?,Francis Lawrence,dependent on the show. Could you please specify which show you,False,False,Unknown,False,-15.875001907348633,True,sample
fam_0041_u,uncertain,sample1,What is Nikolsk the capital of?,"Nikolsky District | Nikolsky District, Vologda Oblast",Sakhalin Oblast.,False,False,Unknown,False,-15.375014305114746,True,sample
fam_0150_u,uncertain,sample9,Who was the producer of Best Of?,David Brandes,not clear as there are multiple albums named 'Best Of'.,False,False,Unknown,False,-15.250003814697266,True,sample
fam_0069_u,uncertain,sample2,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"unclear as there are several ""İnstitut"" or """,False,False,Unknown,False,-16.749996185302734,True,sample
fam_0002_u,uncertain,sample2,Who is the author of Heaven?,Jack Cohen,"unclear as there are several books titled ""Heaven"".",False,False,Unknown,False,-16.5,True,sample
fam_0043_u,uncertain,greedy,What is Spas-Demensk the capital of?,Spas-Demensky District,"Mogilev Region, Belarus.",False,False,Unknown,False,-13.25,True,greedy
fam_0043_u,uncertain,sample7,What is Spas-Demensk the capital of?,Spas-Demensky District,Mogilev Region in Belarus.,False,False,Unknown,False,-13.00000286102295,True,sample
fam_0002_u,uncertain,sample0,Who is the author of Heaven?,Jack Cohen,"somewhat ambiguous. There are multiple books with the title ""He",False,False,Unknown,False,-16.374990463256836,True,sample
fam_0064_u,uncertain,sample0,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,"not unique. There are multiple songs called ""I'm in",False,False,Unknown,False,-14.75,True,sample
fam_0041_u,uncertain,sample3,What is Nikolsk the capital of?,"Nikolsky District | Nikolsky District, Vologda Oblast",Sakhalin Oblast in Russia.,False,False,Unknown,False,-15.000016212463379,True,sample
fam_0064_u,uncertain,greedy,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,not clear without more information. There are several songs with the,False,False,Unknown,False,-16.124998092651367,True,greedy
fam_0044_u,uncertain,sample2,What is Miller the capital of?,"Hand County | Hand County, South Dakota","Miller, South Dakota, however, I found another Miller in",False,False,Unknown,False,-14.24998950958252,True,sample
fam_0157_u,uncertain,sample9,Who was the producer of Skyline?,Yann Tiersen | Yann Pierre Tiersen,Greg Shapiro,False,False,Unknown,False,-15.500004768371582,True,sample
fam_0045_u,uncertain,greedy,What is Ye the capital of?,Northern Qi | Bei Qi | Later Zhao,Yemen.,False,False,Unknown,False,-16.874980926513672,True,greedy
fam_0002_u,uncertain,sample4,Who is the author of Heaven?,Jack Cohen,"unclear as there are multiple books and articles titled ""Heaven",False,False,Unknown,False,-15.875,True,sample
fam_0045_u,uncertain,sample8,What is Ye the capital of?,Northern Qi | Bei Qi | Later Zhao,Yemen.,False,False,Unknown,False,-16.874980926513672,True,sample
fam_0113_u,uncertain,sample1,Who is the father of Morgan?,Henry II of England | Henry Curtmantle | Henry FitzEmpress | Henry Plantagenet | Henry II | King of England Henry II | Henry of Anjou | King Henry II of England | King Henry II,dependent on which Morgan you are referring to. There are several,False,False,Unknown,False,-15.499996185302734,True,sample
fam_0076_u,uncertain,sample1,Who was the director of Pilot?,Francis Lawrence,"dependent on the context of which show ""Pilot"" you",False,False,Unknown,False,-14.375005722045898,True,sample
fam_0064_u,uncertain,sample8,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,likely to be dependent on the specific song 'I'm in,False,False,Unknown,False,-14.750001907348633,True,sample
fam_0069_u,uncertain,sample6,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"not definitive, as ""institut"" can refer to",False,False,Unknown,False,-16.6249942779541,True,sample
fam_0044_u,uncertain,sample3,What is Miller the capital of?,"Hand County | Hand County, South Dakota","Miller is not the capital of a country, but rather there",False,False,Unknown,False,-14.999998092651367,True,sample
fam_0157_u,uncertain,sample1,Who was the producer of Skyline?,Yann Tiersen | Yann Pierre Tiersen,"Greg Shapiro, Eric Heisserer and Liam O'Donn",False,False,Unknown,False,-15.374998092651367,True,sample
fam_0157_u,uncertain,sample6,Who was the producer of Skyline?,Yann Tiersen | Yann Pierre Tiersen,"not straightforward, but I can give you a few. The",False,False,Unknown,False,-16.374996185302734,True,sample
fam_0150_u,uncertain,sample4,Who was the producer of Best Of?,David Brandes,unclear without knowing the context. There are numerous albums and movies,False,False,Unknown,False,-15.750003814697266,True,sample
fam_0044_u,uncertain,sample5,What is Miller the capital of?,"Hand County | Hand County, South Dakota","Miller is not a capital of a country. However, I",False,False,Unknown,False,-16.624982833862305,True,sample
fam_0069_u,uncertain,greedy,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"not clear as there are several institutions named ""İnstitut",False,False,Unknown,False,-15.87499713897705,True,greedy
fam_0157_u,uncertain,sample2,Who was the producer of Skyline?,Yann Tiersen | Yann Pierre Tiersen,Brothers Gregory J. and Peter Schimmel but then later,False,False,Unknown,False,-15.124998092651367,True,sample
fam_0069_u,uncertain,sample0,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"unclear without more context. There are several institutions named ""In",False,False,Unknown,False,-17.4999942779541,True,sample
fam_0043_u,uncertain,sample9,What is Spas-Demensk the capital of?,Spas-Demensky District,Smolensk Oblast.,False,False,Unknown,False,-11.875,True,sample
fam_0045_u,uncertain,sample7,What is Ye the capital of?,Northern Qi | Bei Qi | Later Zhao,Jamaica.,False,False,Unknown,False,-17.2499942779541,True,sample
fam_0064_u,uncertain,sample6,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,not immediately clear. Could you provide more context or information about,False,False,Unknown,False,-15.87500286102295,True,sample
fam_0069_u,uncertain,sample8,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"unclear without more context. There are several places called ""In",False,False,Unknown,False,-17.1249942779541,True,sample
fam_0002_u,uncertain,sample9,Who is the author of Heaven?,Jack Cohen,"not clear, as there are multiple works titled 'Heaven",False,False,Unknown,False,-15.624996185302734,True,sample
fam_0064_u,uncertain,sample4,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,"not specific as there are several songs with the title ""I",False,False,Unknown,False,-14.749999046325684,True,sample
fam_0076_u,uncertain,sample6,Who was the director of Pilot?,Francis Lawrence,"unclear as there are numerous TV shows and movies with a """,False,False,Unknown,False,-16.375,True,sample
fam_0157_u,uncertain,sample3,Who was the producer of Skyline?,Yann Tiersen | Yann Pierre Tiersen,Neal H. Moritz.,False,False,Unknown,False,-15.374996185302734,True,sample
fam_0150_u,uncertain,sample2,Who was the producer of Best Of?,David Brandes,"unclear, you have to provide more information about ""Best Of",False,False,Unknown,False,-16.000003814697266,True,sample
fam_0113_u,uncertain,sample0,Who is the father of Morgan?,Henry II of England | Henry Curtmantle | Henry FitzEmpress | Henry Plantagenet | Henry II | King of England Henry II | Henry of Anjou | King Henry II of England | King Henry II,"dependent on the context of ""Morgan."" There are several",False,False,Unknown,False,-15.999996185302734,True,sample
fam_0069_u,uncertain,sample3,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"unclear, as there are several institutions named ""Institut",False,False,Unknown,False,-15.99999713897705,True,sample
fam_0150_u,uncertain,sample0,Who was the producer of Best Of?,David Brandes,dependent on which 'Best Of' you are referring to.,False,False,Unknown,False,-14.749999046325684,True,sample
fam_0045_u,uncertain,sample4,What is Ye the capital of?,Northern Qi | Bei Qi | Later Zhao,"not straightforward, as ""Ye"" can refer to different places",False,False,Unknown,False,-16.749990463256836,True,sample
fam_0113_u,uncertain,greedy,Who is the father of Morgan?,Henry II of England | Henry Curtmantle | Henry FitzEmpress | Henry Plantagenet | Henry II | King of England Henry II | Henry of Anjou | King Henry II of England | King Henry II,not unique as there are several notable individuals named Morgan. However,False,False,Unknown,False,-16.2499942779541,True,greedy
fam_0092_u,uncertain,sample1,Who is the father of George?,"Constantine I of Georgia | Constantine I Bagrationi, King of Georgia",not specific without knowing which George you are referring to. There,False,False,Unknown,False,-15.749996185302734,True,sample
fam_0064_u,uncertain,sample5,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,unavailable as there are multiple songs with the title 'I'm,False,False,Unknown,False,-15.375005722045898,True,sample
fam_0002_u,uncertain,greedy,Who is the author of Heaven?,Jack Cohen,"unclear as there are multiple books titled ""Heaven."" However",False,False,Unknown,False,-16.000001907348633,True,greedy
fam_0044_u,uncertain,sample1,What is Miller the capital of?,"Hand County | Hand County, South Dakota",not a straightforward one as there are several places called Miller.,False,False,Unknown,False,-15.999994277954102,True,sample
fam_0041_u,uncertain,sample4,What is Nikolsk the capital of?,"Nikolsky District | Nikolsky District, Vologda Oblast",the Sakhalin Oblast in Russia.,False,False,Unknown,False,-14.625017166137695,True,sample
fam_0069_u,uncertain,sample9,In what country is İnstitut?,Azerbaijan | Republic of Azerbaijan | az | 🇦🇿 | AZE,"not straightforward because ""İnstitut"" is a Turkish word",False,False,Unknown,False,-15.749993324279785,True,sample
fam_0157_u,uncertain,sample8,Who was the producer of Skyline?,Yann Tiersen | Yann Pierre Tiersen,Greg Strause and Robert Orci.,False,False,Unknown,False,-15.499996185302734,True,sample
fam_0113_u,uncertain,sample8,Who is the father of Morgan?,Henry II of England | Henry Curtmantle | Henry FitzEmpress | Henry Plantagenet | Henry II | King of England Henry II | Henry of Anjou | King Henry II of England | King Henry II,dependent on the Morgan in question. Here are a few possibilities,False,False,Unknown,False,-15.124992370605469,True,sample
fam_0064_u,uncertain,sample1,Who was the composer of I'm in Love?,Bobby Ljunggren | Robert Vasilis Ljunggren | Robert Vasilis Engdahl,"more likely to be related to the song ""I'm in",False,False,Unknown,False,-15.124999046325684,True,sample
fam_0043_u,uncertain,sample1,What is Spas-Demensk the capital of?,Spas-Demensky District,Mogilev Region.,False,False,Unknown,False,-13.125000953674316,True,sample
fam_0092_u,uncertain,sample7,Who is the father of George?,"Constantine I of Georgia | Constantine I Bagrationi, King of Georgia",not clear without knowing which George you are referring to. There,False,False,Unknown,False,-15.74999713897705,True,sample
fam_0044_u,uncertain,sample4,What is Miller the capital of?,"Hand County | Hand County, South Dakota","Miller, South Dakota, however, Miller is also the name",False,False,Unknown,False,-13.124996185302734,True,sample
fam_0013_u,uncertain,sample3,Who is the author of Partner?,Miho Obana,"Jacqueline Winspear's character's creator, Jacqueline Winspear,",False,True,Unknown,False,-15.874990463256836,True,sample
fam_0003_u,uncertain,sample4,Who is the author of Trust Territory?,Janet Morris | Janet Ellen Morris | Janet E. Morris,"unclear, more information is needed",False,True,Unknown,False,-16.000001907348633,True,sample
fam_0079_u,uncertain,sample0,Who was the director of The Trap?,Frank Reicher,not available with the given information. There are several films and,False,True,Unknown,False,-16.7499942779541,True,sample
fam_0194_u,uncertain,sample1,What sport does Sofia Anker-Kofoed play?,association football | football | soccer,"not immediately available to me, but I can tell you that",False,True,Unknown,False,-16.999998092651367,True,sample
fam_0149_u,uncertain,sample5,Who was the producer of Western Jamboree?,Smiley Burnette | Lester Alvin Burnett | Gene Autry | Orvon Grover Autry | Orvon Gene Autry | Jean Rouverol | Jean Rouverol Butler,not readily available as I do not have any information on a,False,True,Unknown,False,-15.874998092651367,True,sample
fam_0185_u,uncertain,sample9,Who was the screenwriter for Will to Live?,Kaneto Shindō | Kaneto Shindo | Shindō Kaneto | Shindo Kaneto | Kaneto Shindou,", I couldn't find any information on a movie called """,False,True,Unknown,False,-16.37499237060547,True,sample
fam_0053_u,uncertain,sample6,What is Nora the capital of?,Nora Municipality | Nora kommun,"not unique, as there are several places called ""Nora",False,True,Unknown,False,-14.999993324279785,True,sample
fam_0126_u,uncertain,sample0,Who is the mother of Sophie Gurney?,Gwen Raverat | Gwendolen Mary Darwin | Miss Gwendoline Darwin | Gwendolen Mary Raverat | Gwendolen Raverat | Gwendoline Raverat | Miss Gwendolen Darwin | Mrs. Raverat | Gwen Darwin,not provided in the available data.,False,True,Unknown,False,-15.874996185302734,True,sample
fam_0163_u,uncertain,sample1,What is the religion of Joseph-Médard Émard?,Catholic Church | Roman Catholic Church | Church | Roman Apostolic Catholic Church,not readily available.,False,True,Unknown,False,-16.1249942779541,True,sample
fam_0080_u,uncertain,sample9,Who was the director of Home?,Maurice Elvey,"Tim Johnson. Tim Johnson directed the animated film ""Home""",False,True,Unknown,False,-14.749984741210938,True,sample
fam_0048_u,uncertain,sample9,What is Manga the capital of?,Centre-Sud Region,Japan.,False,True,Unknown,False,-15.74999713897705,True,sample
fam_0108_u,uncertain,sample4,Who is the father of Skyline?,Star Kingdom,":  Shigeru Miyamoto's friend, Takashi",False,True,Unknown,False,-15.249992370605469,True,sample
fam_0081_u,uncertain,sample9,Who was the director of Den store gavtyv?,Johan Jacobsen,"not available as there is insufficient data on ""Den store g",False,True,Unknown,False,-17.49999237060547,True,sample
fam_0088_u,uncertain,sample0,Who was the director of The Pocket-knife?,Ben Sombogaart,not available in my current data.,False,True,Unknown,False,-16.37499237060547,True,sample
fam_0001_u,uncertain,sample6,Who is the author of The Interior?,Lisa See,Jean Rhys.,False,True,Unknown,False,-15.125014305114746,True,sample
fam_0108_u,uncertain,sample0,Who is the father of Skyline?,Star Kingdom,"unclear as there are several vehicles known as the ""Skyline",False,True,Unknown,False,-15.37501049041748,True,sample
fam_0015_u,uncertain,sample7,Who is the author of The Chaos Code?,Justin Richards | Justin C Richards,"unavailable for ""The Chaos Code""",False,True,Unknown,False,-15.875006675720215,True,sample
