neuron_id,category,n_prompts,mean_shift,sd_shift,se_shift,dz,ci_lower,ci_upper,ci_excludes_zero,p_value_raw,tost_p,tost_p_dz0.1,significant_fdr,equivalent_at_sesoi,equivalent_at_sesoi_dz0.1,sesoi_dz_primary
L28_N11622,ambiguity,120,0.002636704097191488,0.025645759529373233,0.0023411268330984654,0.10281247838152553,-0.002005582774678869,0.007172034600128715,False,0.26523673816309185,0.1445980850593312,0.5122633247920264,False,False,False,0.2
L20_N2742,lack_of_knowledge,120,0.002651498218377431,0.02629173671364252,0.0024000962123414587,0.10084910887615861,-0.0019068330029646558,0.007375524565577503,False,0.27088645567721614,0.13980537320481157,0.5037029289749745,False,False,False,0.2
L23_N12855,contradictory_context,120,-0.0017966433583448314,0.01773048756512815,0.0016185646658309226,-0.10133073621045942,-0.005120374579370637,0.0012354977917857402,False,0.2727863606819659,0.14097081231268302,0.5058031631471324,False,False,False,0.2
L29_N11909,contradictory_context,120,0.0017523548100143648,0.018112793862887736,0.001653464296357458,0.09674679805222416,-0.001470192741059385,0.004981123080554717,False,0.2944852757362132,0.13014743100863893,0.48581574108891046,False,False,False,0.2
L20_N2742,ambiguity,120,-0.002076282848914465,0.024143669079239337,0.0022040053626065613,-0.08599698919414943,-0.006315886185814931,0.0022340085295339445,False,0.35473226338683067,0.10708730062141372,0.4391731849035091,False,False,False,0.2
L20_N4769,contradictory_context,120,-0.0016921532961229507,0.020138301741795907,0.0018383670223045326,-0.08402661345623709,-0.005386671760352319,0.0018308673764113382,False,0.3701814909254537,0.10320578746787372,0.4306964846440223,False,False,False,0.2
L20_N12894,contradictory_context,120,-0.0012683947104960654,0.01612886013650943,0.0014723567539353447,-0.07864131127437306,-0.00423055798746645,0.0014905132326142158,False,0.4007299635018249,0.09312655790167793,0.4077041056139853,False,False,False,0.2
L28_N11622,contradictory_context,120,-0.0014537286013364791,0.01849901730391727,0.0016887215115056482,-0.07858409868229292,-0.004843349265865977,0.001684028810899082,False,0.4063296835158242,0.09302357971174319,0.40746140921146495,False,False,False,0.2
L30_N10312,contradictory_context,120,-0.0011849941375354882,0.015490498534765544,0.0014140825790819687,-0.07649812786050682,-0.0040491773327812446,0.0015389617132799105,False,0.42357882105894706,0.0893269601889473,0.39863798818163176,False,False,False,0.2
L20_N1399,lack_of_knowledge,120,0.0020801469683647167,0.02869751039896229,0.0026197122982917873,0.07248527622939499,-0.0029980852206548027,0.007226360440254203,False,0.4343282835858207,0.08252854624133975,0.38181445922871027,False,False,False,0.2
L20_N4769,ambiguity,120,-0.0018203868220249793,0.025419816135199225,0.0023205011174804013,-0.07161290279768234,-0.006456358662496007,0.002682894840836515,False,0.4485775711214439,0.081104190748523,0.3781856126380253,False,False,False,0.2
L30_N13098,lack_of_knowledge,120,0.0010548104842503828,0.01540774611540118,0.0014065283512863036,0.06845975240960271,-0.0016567970563967935,0.003912239596247663,False,0.4631268436578171,0.0761122937776138,0.36516196654718314,False,False,False,0.2
L29_N11909,ambiguity,120,0.0016317203020056105,0.024569881391084437,0.0022429130455205596,0.06641140329630185,-0.0027734253928065255,0.006090272354582945,False,0.47237638118094094,0.07299858308460543,0.3567840822535643,False,False,False,0.2
L20_N5595,contradictory_context,120,-0.001117168149600426,0.017099397357859945,0.0015609542754406883,-0.06533377324475743,-0.004195514838211233,0.0019213576715749977,False,0.47312634368281586,0.07140058360701201,0.3524041246461992,False,False,False,0.2
L29_N13925,lack_of_knowledge,120,-0.0015253653128941937,0.023135570828926557,0.0021119790039602617,-0.06593160480773698,-0.005605124359329544,0.002476155484716085,False,0.4808259587020649,0.07228370711135448,0.35483156908524904,False,False,False,0.2
L28_N11622,lack_of_knowledge,120,-0.00135819017887115,0.021846272173117753,0.0019942826777689998,-0.06217034046396385,-0.005362601280212388,0.002556474531690276,False,0.5009749512524374,0.06686642685525668,0.33966245920514315,False,False,False,0.2
L31_N3330,contradictory_context,120,0.0003598341097434359,0.005544870806684883,0.0005061751365455296,0.06489494927629708,-0.0005658254590040705,0.0014065670652780653,False,0.5034248287585621,0.07075770177658298,0.35062617675352015,False,False,False,0.2
L30_N13647,ambiguity,120,0.001507411835094284,0.024425404770942377,0.002229724194873241,0.06171491728511999,-0.002841615406796341,0.005848250328563137,False,0.5091745412729364,0.06623266268501316,0.33784287268103763,False,False,False,0.2
L29_N13925,contradictory_context,120,-0.0011104930502673033,0.018706113480942914,0.001707626719460653,-0.05936524716364155,-0.004498518282780422,0.002084629495317729,False,0.5263736813159342,0.06303743395068274,0.32851671893540835,False,False,False,0.2
L31_N3330,ambiguity,120,-0.000879228860139836,0.01378379402787167,0.0012582824861783843,-0.06378714440755438,-0.0031095235546429794,0.001714785806834707,False,0.5283735813209339,0.06915479257995444,0.34615256414154427,False,False,False,0.2
L30_N13647,contradictory_context,120,-0.0007351222603271438,0.013119536753423264,0.001197644370644669,-0.056032638510298716,-0.003088433681599176,0.0016177678212989026,False,0.5528223588820559,0.05871552612733149,0.3154737283238374,False,False,False,0.2
L30_N10312,lack_of_knowledge,120,0.000893116494019829,0.016242984621921388,0.001482774846439311,0.05498475279072092,-0.0019985291982690403,0.0037746202200651165,False,0.5581720913954302,0.057406331943478786,0.3114192192080949,False,False,False,0.2
L23_N12855,lack_of_knowledge,120,0.001410378019014992,0.026391618223404804,0.0024092141050038713,0.05344037667854071,-0.0032928623259067483,0.006150602226456001,False,0.5633718314084296,0.05551935336845612,0.30548577344997085,False,False,False,0.2
L31_N6772,ambiguity,120,-0.000760458658138904,0.014781502014818726,0.0013493603478873797,-0.05144664306621413,-0.0033714309086402164,0.0019001147585610636,False,0.5858707064646768,0.05315702450036655,0.29790193511316276,False,False,False,0.2
L20_N5595,lack_of_knowledge,120,0.0014237384001413906,0.028166525931457572,0.0025712402698689204,0.050547178008605566,-0.0036065566043059073,0.006338814819852497,False,0.5868706564671766,0.05211801772836039,0.29450920379365847,False,False,False,0.2
L30_N13647,lack_of_knowledge,120,-0.0006463532646497123,0.012846058276731185,0.0011726793155319353,-0.05031529911556525,-0.0030373046547174497,0.0016033664469917441,False,0.5955702214889256,0.051852830756932845,0.29363750596025096,False,False,False,0.2
L20_N4769,lack_of_knowledge,120,0.001175352931022646,0.024669285389835177,0.002251987347590892,0.047644385009504284,-0.003180770327647519,0.005574007704854014,False,0.6046197690115495,0.048875899472979684,0.28368510949709597,False,False,False,0.2
L20_N1001,ambiguity,120,-0.0011444056406617032,0.023423324711861027,0.00213824721940908,-0.0488575236325099,-0.005194014593337953,0.003119371361099193,False,0.6048197590120494,0.050210435826603075,0.2881852237386209,False,False,False,0.2
L20_N12894,ambiguity,120,0.0011412988106409665,0.026839419368303353,0.0024500925697268005,0.04252323028972863,-0.003561233431100845,0.005886513193448374,False,0.6415679216039198,0.0435553354173283,0.2650729996300337,False,False,False,0.2
L30_N10312,ambiguity,120,0.0008318283284703897,0.01940787410102661,0.001771688406392095,0.042860352666157744,-0.002460954864509401,0.004357597529888152,False,0.648217589120544,0.04389039222452167,0.2662786455577133,False,False,False,0.2
L30_N1777,contradictory_context,120,0.0005934429975847386,0.014266479149231065,0.0013023454077018275,0.041597018533947386,-0.0018793540905850633,0.00319014510450263,False,0.6561671916404179,0.042645548460607384,0.26177511828931066,False,False,False,0.2
L20_N1399,ambiguity,120,0.0008451263109842897,0.027362167705000707,0.002497812745711375,0.03088667243384502,-0.004098245985805996,0.00556876424700021,False,0.7377631118444078,0.03321280700207315,0.22524363078823878,False,False,False,0.2
L20_N1399,contradictory_context,120,-0.00046879973572989584,0.018271856414172456,0.0016679846542562852,-0.025656929712203416,-0.0037864139381175205,0.002682938457000989,False,0.7858607069646518,0.029280920228715486,0.20852485518454672,False,False,False,0.2
L31_N6772,contradictory_context,120,-0.0002892996805409639,0.012590824471675324,0.0011493797634541066,-0.022977024355456677,-0.0025558235903736168,0.0019289196325310758,False,0.8072596370181491,0.02742269766542729,0.20025256791704288,False,False,False,0.2
L20_N12894,lack_of_knowledge,120,0.0003986005981763168,0.02662436328883052,0.0024304607254174845,0.014971272509023272,-0.004457439867158731,0.005094675918420145,False,0.8732563371831409,0.022454355915776377,0.17675514139479742,False,False,False,0.2
L30_N1777,lack_of_knowledge,120,0.00024240563313166242,0.017674458768238553,0.0016134499598432048,0.013715024392558568,-0.002861115324000521,0.003399754613637917,False,0.8865556722163892,0.021749105155851038,0.17323484800366434,False,False,False,0.2
L30_N1777,ambiguity,120,0.0002774178360899244,0.024445767759346575,0.002231583072887773,0.011348297129422605,-0.004159156170984106,0.004557220141092921,False,0.9018549072546372,0.020471827909070473,0.16672647725745676,False,False,False,0.2
L30_N13098,ambiguity,120,-0.00023858485122522298,0.022156858930811776,0.002022635239977568,-0.010767990714308428,-0.004190543492635095,0.0037478083123763323,False,0.9095045247737613,0.020168657088716273,0.16515537317928597,False,False,False,0.2
L23_N12855,ambiguity,120,-0.00022356398403643984,0.021196199005353213,0.0019349393881000867,-0.01054736200485651,-0.003975104459871841,0.0035176746019472674,False,0.9096045197740112,0.020054409242249133,0.16456060397864136,False,False,False,0.2
L31_N6772,lack_of_knowledge,120,-0.00012789318958918885,0.013977224432706192,0.0012759401855175884,-0.009150113472451904,-0.0025737032542626093,0.0024327755595246843,False,0.9289535523223839,0.019343704973575473,0.16082659406756047,False,False,False,0.2
L29_N11909,lack_of_knowledge,120,-0.00013119429349899107,0.022696405631397448,0.0020718888897672772,-0.00578039957646427,-0.004207173772156226,0.0038201342895627,False,0.9486525673716314,0.017718298711769418,0.15205355955620173,False,False,False,0.2
