neuron_id,category,n_prompts,mean_shift,sd_shift,se_shift,dz,ci_lower,ci_upper,ci_excludes_zero,p_value_raw,tost_p,tost_p_dz0.1,significant_fdr,equivalent_at_sesoi,equivalent_at_sesoi_dz0.1,sesoi_dz_primary
L30_N1457,lack_of_knowledge,36,0.0018354886107974624,0.024962015755039885,0.004160335959173314,0.07353126561611409,-0.006341557370291806,0.009874407615926534,False,0.6711664416779161,0.22652244873506827,0.4373647644699153,False,False,False,0.2
L23_N12855,lack_of_knowledge,36,-0.0015694797039032037,0.022095749863356957,0.0036826249772261596,-0.0710308413884604,-0.008642853051424036,0.005429168956147284,False,0.6764161791910405,0.22211791643275125,0.4315061656782279,False,False,False,0.2
L29_N11909,ambiguity,36,-0.000889874373873062,0.013567945265443375,0.002261324210907229,-0.0655865244488796,-0.005097800156929406,0.003694246647258601,False,0.7032148392580371,0.2127059621761207,0.4188059061662368,False,False,False,0.2
L20_N1399,ambiguity,36,-0.0016267680459552414,0.026749207998896726,0.004458201333149454,-0.060815559325058804,-0.010888275504112246,0.006099463543958118,False,0.7351132443377831,0.20466109044226782,0.40774805677331905,False,False,False,0.2
L23_N12855,ambiguity,36,0.0009030985335509111,0.015292352773988311,0.0025487254623313854,0.05905556501986052,-0.0037502850405871633,0.006177274831053279,False,0.7375631218439078,0.20174165474446099,0.4036876170217798,False,False,False,0.2
L31_N3330,ambiguity,36,0.0002523006664382244,0.004364103619716374,0.0007273506032860624,0.05781271216805379,-0.0010993092424339465,0.001748048162294755,False,0.7491625418729063,0.19969579605420035,0.4008267431532006,False,False,False,0.2
L20_N4769,ambiguity,36,-0.000760496904452641,0.014069604807359463,0.0023449341345599104,-0.05405247090201452,-0.005230950129528825,0.003793932476805318,False,0.7578121093945303,0.19358577404460547,0.3922055426729377,False,False,False,0.2
L30_N10312,contradictory_context,36,0.0010863482538196788,0.01223254875964905,0.002038758126608175,0.08880800519701718,-0.0021139520802535196,0.005616806832970014,False,0.7620618969051547,0.2545249850617229,0.47342143526612557,False,False,False,0.2
L29_N11909,lack_of_knowledge,36,-0.0012600951724582132,0.02671419426780295,0.004452365711300491,-0.0471694994738034,-0.009658405598666915,0.007264273779259787,False,0.7826108694565271,0.1827136167536868,0.3765698130323787,False,False,False,0.2
L20_N5595,lack_of_knowledge,36,-0.0008578565385606615,0.019786655848704524,0.0032977759747840874,-0.04335530698669464,-0.007737522158357825,0.005399982382853814,False,0.8021598920053997,0.17686341616006368,0.36799352682514647,False,False,False,0.2
L29_N13925,lack_of_knowledge,36,-0.0008649064434899223,0.0212763232821923,0.0035460538803653834,-0.040651123411619965,-0.0076633951730198276,0.005976822475592269,False,0.8194590270486476,0.17279139081335398,0.3619541450407921,False,False,False,0.2
L20_N2742,contradictory_context,36,-0.0007596298431356835,0.019973183586653093,0.003328863931108849,-0.03803248690125192,-0.007063244629858272,0.005824433593079429,False,0.8233588320583971,0.1689080620661857,0.35613978575600513,False,False,False,0.2
L30_N1777,ambiguity,36,-0.00045163619021574967,0.013785041567011326,0.002297506927835221,-0.032762773185722564,-0.004789923421210707,0.004063946505387606,False,0.8495575221238938,0.16127190977286987,0.3445454581070929,False,False,False,0.2
L31_N3330,contradictory_context,36,-8.58011965950321e-05,0.005799173024741875,0.0009665288374569791,-0.014795419317369165,-0.0021822344460007154,0.001691702385950415,False,0.863906804659767,0.13702298234639246,0.30620095421831006,False,False,False,0.2
L20_N5595,ambiguity,36,0.00042219087481498604,0.0177932611760354,0.002965543529339233,0.02372757138998262,-0.0053007583340836766,0.006307030386394905,False,0.8902554872256387,0.14873373784858385,0.32502168012729576,False,False,False,0.2
L29_N13925,ambiguity,36,0.0002662344939179073,0.012041729551171741,0.00200695492519529,0.022109323481027763,-0.003394462251000916,0.0043362314088477025,False,0.8999050047497625,0.1465617966469884,0.3215752087696726,False,False,False,0.2
L20_N12894,ambiguity,36,-0.0005555434359444614,0.026902696184525954,0.004483782697420992,-0.020650102582060237,-0.009913526516821656,0.007489624743660258,False,0.9106544672766361,0.14462242163480982,0.31848109377705813,False,False,False,0.2
L20_N5595,contradictory_context,36,-0.0003401368545989113,0.019255439610465722,0.0032092399350776204,-0.017664455420381055,-0.006686195281023761,0.005776350576585779,False,0.9179541022948853,0.1407107413266517,0.31219154511811653,False,False,False,0.2
L20_N2742,ambiguity,36,-0.000175339480241136,0.012707967981300184,0.0021179946635500307,-0.01379760167000331,-0.003979920595884329,0.00402287406225999,False,0.9392030398480076,0.13575670926997307,0.3041299879708334,False,False,False,0.2
L20_N1001,contradictory_context,36,-0.00023905436197918045,0.022001322353600167,0.003666887058933361,-0.010865454273027503,-0.007878889236599206,0.006447992569559969,False,0.9496025198740063,0.13208415181225575,0.2980823486791955,False,False,False,0.2
L31_N6772,ambiguity,36,-6.317347288131184e-05,0.012438792057389748,0.002073132009564958,-0.005078746600943552,-0.0038331543405850416,0.0041648344861136485,False,0.9770011499425029,0.12504715452344353,0.2863178408836801,False,False,False,0.2
L20_N12894,lack_of_knowledge,36,4.686580763922189e-05,0.024685228326743178,0.004114204721123863,0.0018985365263342123,-0.008130403359731041,0.007891904893848613,False,0.9904504774761262,0.12129809051469585,0.27995174096686226,False,False,False,0.2
