prompt_id,twin_id,arm,sample,text,hedge,qualifier
ale_01_1_u,ale_01_1,uncertain,7,Red,False,False
ale_01_1_u,ale_01_1,uncertain,8,Red,False,False
ale_01_1_u,ale_01_1,uncertain,9,Red,False,False
ale_01_3_c,ale_01_3,control,0,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_3_c,ale_01_3,control,1,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_3_c,ale_01_3,control,2,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_3_c,ale_01_3,control,3,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_3_c,ale_01_3,control,4,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_3_c,ale_01_3,control,5,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_3_c,ale_01_3,control,6,"The first color of the rainbow, according to the sequence of colors, is red.",False,False
ale_01_3_c,ale_01_3,control,7,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_3_c,ale_01_3,control,8,"The first color of the rainbow, according to the sequence of colors, is red.",False,False
ale_01_3_c,ale_01_3,control,9,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_3_u,ale_01_3,uncertain,0,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,1,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,2,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,3,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,4,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,5,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,6,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,7,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,8,Sure! One color of the rainbow is red.,False,False
ale_01_3_u,ale_01_3,uncertain,9,Sure! One color of the rainbow is red.,False,False
ale_01_5_c,ale_01_5,control,0,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_5_c,ale_01_5,control,1,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_5_c,ale_01_5,control,2,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_5_c,ale_01_5,control,3,"The first color of the rainbow, according to the traditional seven-color sequence, is red.",False,False
ale_01_5_c,ale_01_5,control,4,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_5_c,ale_01_5,control,5,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_5_c,ale_01_5,control,6,"The first color of the rainbow, when listed in the order of the visible spectrum, is red. However, if you're referring to the mnemonic device often used to remember the colors of the rainbow (ROYGBIV), the first color would",False,False
ale_01_5_c,ale_01_5,control,7,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_5_c,ale_01_5,control,8,"The first color of the rainbow, according to the traditional seven-color spectrum, is red.",False,False
ale_01_5_c,ale_01_5,control,9,"The first color of the rainbow, according to the sequence of colors in a rainbow, is red.",False,False
ale_01_5_u,ale_01_5,uncertain,0,Sure! One color of the rainbow is red.,False,False
ale_01_5_u,ale_01_5,uncertain,1,Certainly! One of the colors in the rainbow is red.,False,True
ale_01_5_u,ale_01_5,uncertain,2,Sure! One of the colors of the rainbow is red.,False,True
ale_01_5_u,ale_01_5,uncertain,3,"Certainly! One of the colors in the rainbow is blue. The rainbow typically consists of seven colors: red, orange, yellow, green, blue, indigo, and violet (often remembered with the acronym ROYGBIV).",False,True
ale_01_5_u,ale_01_5,uncertain,4,"Certainly! One of the colors in the rainbow is blue. The spectrum of a rainbow typically includes red, orange, yellow, green, blue, indigo, and violet (often remembered with the acronym ROYGBIV).",False,True
ale_01_5_u,ale_01_5,uncertain,5,Sure! One of the colors in the rainbow is red.,False,True
ale_01_5_u,ale_01_5,uncertain,6,Sure! One color of the rainbow is red.,False,False
ale_01_5_u,ale_01_5,uncertain,7,Certainly! One of the colors of the rainbow is red.,False,True
ale_01_5_u,ale_01_5,uncertain,8,Certainly! One of the colors in the rainbow is red.,False,True
ale_01_5_u,ale_01_5,uncertain,9,Certainly! One of the colors in the rainbow is red.,False,True
ale_05_0_c,ale_05_0,control,0,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,1,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_0_c,ale_05_0,control,2,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,3,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,4,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,5,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,6,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,7,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,8,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_c,ale_05_0,control,9,The largest planet in the solar system is Jupiter.,False,False
ale_05_0_u,ale_05_0,uncertain,0,Certainly! One planet in the solar system is Earth.,False,False
ale_05_0_u,ale_05_0,uncertain,1,Certainly! One of the planets in our solar system is Mars.,False,True
ale_05_0_u,ale_05_0,uncertain,2,Certainly! One of the planets in our solar system is Mars.,False,True
ale_05_0_u,ale_05_0,uncertain,3,Sure! One planet in the solar system is Earth. It's the third planet from the Sun and the only known planet to harbor life.,False,False
ale_05_0_u,ale_05_0,uncertain,4,Sure! One of the planets in our solar system is Mars.,False,True
ale_05_0_u,ale_05_0,uncertain,5,Certainly! One of the planets in our solar system is Mars.,False,True
ale_05_0_u,ale_05_0,uncertain,6,Certainly! One of the planets in our solar system is Mars.,False,True
ale_05_0_u,ale_05_0,uncertain,7,Certainly! One planet in the solar system is Earth.,False,False
ale_05_0_u,ale_05_0,uncertain,8,Certainly! One planet in the solar system is Earth.,False,False
ale_05_0_u,ale_05_0,uncertain,9,Certainly! One of the planets in our solar system is Mars.,False,True
ale_05_1_c,ale_05_1,control,0,Jupiter,False,False
ale_05_1_c,ale_05_1,control,1,Jupiter,False,False
ale_05_1_c,ale_05_1,control,2,Jupiter,False,False
ale_05_1_c,ale_05_1,control,3,Jupiter,False,False
ale_05_1_c,ale_05_1,control,4,Jupiter,False,False
ale_05_1_c,ale_05_1,control,5,Jupiter,False,False
ale_05_1_c,ale_05_1,control,6,Jupiter,False,False
ale_05_1_c,ale_05_1,control,7,Jupiter,False,False
ale_05_1_c,ale_05_1,control,8,Jupiter,False,False
ale_05_1_c,ale_05_1,control,9,Jupiter,False,False
ale_05_1_u,ale_05_1,uncertain,0,Mars,False,False
ale_05_1_u,ale_05_1,uncertain,1,Mars,False,False
ale_05_1_u,ale_05_1,uncertain,2,Mars,False,False
ale_05_1_u,ale_05_1,uncertain,3,Mars,False,False
ale_05_1_u,ale_05_1,uncertain,4,Mars,False,False
ale_05_1_u,ale_05_1,uncertain,5,Earth,False,False
ale_05_1_u,ale_05_1,uncertain,6,Mercury,False,False
ale_05_1_u,ale_05_1,uncertain,7,Earth,False,False
ale_05_1_u,ale_05_1,uncertain,8,Earth,False,False
ale_05_1_u,ale_05_1,uncertain,9,Mars,False,False
ale_05_2_c,ale_05_2,control,0,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,1,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,2,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,3,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,4,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,5,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,6,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,7,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,8,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_c,ale_05_2,control,9,The largest planet in the solar system is Jupiter.,False,False
ale_05_2_u,ale_05_2,uncertain,0,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,1,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,2,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,3,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,4,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,5,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,6,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,7,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,8,Mars,False,False
ale_05_2_u,ale_05_2,uncertain,9,Mars,False,False
ale_05_3_c,ale_05_3,control,0,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,1,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,2,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,3,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,4,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,5,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,6,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,7,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,8,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_c,ale_05_3,control,9,The largest planet in the solar system is Jupiter.,False,False
ale_05_3_u,ale_05_3,uncertain,0,Sure! One planet in the solar system is Earth.,False,False
ale_05_3_u,ale_05_3,uncertain,1,Sure! One planet in the solar system is Earth.,False,False
ale_05_3_u,ale_05_3,uncertain,2,Sure! One of the planets in our solar system is Mars.,False,True
ale_05_3_u,ale_05_3,uncertain,3,Sure! One planet in the solar system is Earth.,False,False
ale_05_3_u,ale_05_3,uncertain,4,Sure! One of the planets in our solar system is Mars.,False,True
ale_05_3_u,ale_05_3,uncertain,5,Sure! One planet in the solar system is Earth.,False,False
ale_05_3_u,ale_05_3,uncertain,6,Sure! One planet in the solar system is Earth.,False,False
ale_05_3_u,ale_05_3,uncertain,7,Sure! One of the planets in our solar system is Mars.,False,True
ale_05_3_u,ale_05_3,uncertain,8,Sure! One planet in the solar system is Earth.,False,False
ale_05_3_u,ale_05_3,uncertain,9,Sure! One of the planets in the solar system is Mars.,False,True
ale_05_4_c,ale_05_4,control,0,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,1,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,2,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,3,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,4,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,5,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,6,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,7,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,8,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_c,ale_05_4,control,9,The largest planet in the solar system is Jupiter.,False,False
ale_05_4_u,ale_05_4,uncertain,0,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,1,Certainly! One example of a planet in our solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,2,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,3,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,4,Certainly! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,5,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,6,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,7,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,8,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_4_u,ale_05_4,uncertain,9,Sure! One example of a planet in the solar system is Earth.,False,False
ale_05_5_c,ale_05_5,control,0,"The largest planet in the solar system is Jupiter. It's a gas giant with a diameter of about 86,881 miles (139,822 kilometers), which is significantly larger than the other planets in our",False,False
ale_05_5_c,ale_05_5,control,1,"The largest planet in the solar system is Jupiter. It's a gas giant with a diameter of about 86,881 miles (139,822 kilometers), which is significantly larger than the other planets in our",False,False
ale_05_5_c,ale_05_5,control,2,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,3,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,4,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,5,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,6,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,7,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,8,"The largest planet in the solar system is Jupiter. It has a diameter of about 86,881 miles (139,822 kilometers) at its equator and is known for its prominent Great Red Spot,",False,False
ale_05_5_c,ale_05_5,control,9,"The largest planet in the solar system is Jupiter. It's a gas giant with a diameter of about 86,881 miles (139,822 kilometers), which is significantly larger than the other planets in our",False,False
ale_05_5_u,ale_05_5,uncertain,0,"Sure! One of the planets in our solar system is Mars. It's often referred to as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide (rust) on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,1,"Sure! One of the planets in our solar system is Mars. It's known as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,2,"Certainly! One of the planets in our solar system is Mars. It's known as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,3,"Sure! One of the planets in our solar system is Mars. It's known as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,4,"Sure! One of the planets in our solar system is Mars. It's known for its reddish appearance due to iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,5,"Certainly! One of the planets in our solar system is Mars. It's often referred to as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,6,"Sure! One of the planets in our solar system is Mars. It's known as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,7,"Sure! One of the planets in our solar system is Mars. It's known as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_05_5_u,ale_05_5,uncertain,8,Sure! One of the planets in our solar system is Earth. It's the third planet from the Sun and the only known planet to harbor life.,False,True
ale_05_5_u,ale_05_5,uncertain,9,"Certainly! One of the planets in our solar system is Mars. It's known as the ""Red Planet"" due to its reddish appearance, which is caused by iron oxide, or rust, on its surface.",False,True
ale_06_1_c,ale_06_1,control,0,January,False,False
ale_06_1_c,ale_06_1,control,1,January,False,False
ale_06_1_c,ale_06_1,control,2,January,False,False
ale_06_1_c,ale_06_1,control,3,January,False,False
ale_06_1_c,ale_06_1,control,4,January,False,False
ale_06_1_c,ale_06_1,control,5,January,False,False
ale_06_1_c,ale_06_1,control,6,January,False,False
ale_06_1_c,ale_06_1,control,7,January,False,False
ale_06_1_c,ale_06_1,control,8,January,False,False
ale_06_1_c,ale_06_1,control,9,January,False,False
ale_06_1_u,ale_06_1,uncertain,0,January,False,False
ale_06_1_u,ale_06_1,uncertain,1,January,False,False
ale_06_1_u,ale_06_1,uncertain,2,January,False,False
ale_06_1_u,ale_06_1,uncertain,3,January,False,False
ale_06_1_u,ale_06_1,uncertain,4,January,False,False
ale_06_1_u,ale_06_1,uncertain,5,January,False,False
ale_06_1_u,ale_06_1,uncertain,6,January,False,False
ale_06_1_u,ale_06_1,uncertain,7,January,False,False
ale_06_1_u,ale_06_1,uncertain,8,January,False,False
ale_06_1_u,ale_06_1,uncertain,9,January,False,False
ale_06_2_c,ale_06_2,control,0,The first month of the year is January.,False,False
ale_06_2_c,ale_06_2,control,1,January,False,False
ale_06_2_c,ale_06_2,control,2,January,False,False
ale_06_2_c,ale_06_2,control,3,January,False,False
ale_06_2_c,ale_06_2,control,4,January,False,False
ale_06_2_c,ale_06_2,control,5,January,False,False
ale_06_2_c,ale_06_2,control,6,The first month of the year is January.,False,False
ale_06_2_c,ale_06_2,control,7,January,False,False
ale_06_2_c,ale_06_2,control,8,January,False,False
ale_06_2_c,ale_06_2,control,9,The first month of the year is January.,False,False
ale_06_2_u,ale_06_2,uncertain,0,January,False,False
ale_06_2_u,ale_06_2,uncertain,1,January,False,False
ale_06_2_u,ale_06_2,uncertain,2,January,False,False
ale_06_2_u,ale_06_2,uncertain,3,January,False,False
ale_06_2_u,ale_06_2,uncertain,4,January,False,False
ale_06_2_u,ale_06_2,uncertain,5,January,False,False
ale_06_2_u,ale_06_2,uncertain,6,January,False,False
ale_06_2_u,ale_06_2,uncertain,7,January,False,False
ale_06_2_u,ale_06_2,uncertain,8,January,False,False
ale_06_2_u,ale_06_2,uncertain,9,January,False,False
ale_06_3_c,ale_06_3,control,0,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,1,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,2,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,3,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,4,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,5,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,6,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,7,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,8,The first month of the year is January.,False,False
ale_06_3_c,ale_06_3,control,9,The first month of the year is January.,False,False
ale_06_3_u,ale_06_3,uncertain,0,Sure! How about February?,False,False
ale_06_3_u,ale_06_3,uncertain,1,Sure! How about February?,False,False
ale_06_3_u,ale_06_3,uncertain,2,Sure! February is a month of the year.,False,False
ale_06_3_u,ale_06_3,uncertain,3,Sure! February is a month of the year.,False,False
ale_06_3_u,ale_06_3,uncertain,4,Sure! How about February?,False,False
ale_06_3_u,ale_06_3,uncertain,5,Sure! How about February?,False,False
ale_06_3_u,ale_06_3,uncertain,6,Sure! How about February?,False,False
ale_06_3_u,ale_06_3,uncertain,7,Sure! How about February?,False,False
ale_06_3_u,ale_06_3,uncertain,8,Sure! March is a month of the year.,False,False
ale_06_3_u,ale_06_3,uncertain,9,Sure! How about February?,False,False
ale_06_4_c,ale_06_4,control,0,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,1,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,2,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,3,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,4,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,5,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,6,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,7,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,8,The first month of the year is January.,False,False
ale_06_4_c,ale_06_4,control,9,The first month of the year is January.,False,False
ale_06_4_u,ale_06_4,uncertain,0,Sure! A month of the year is January.,False,False
ale_06_4_u,ale_06_4,uncertain,1,Sure! One example of a month of the year is March.,False,False
ale_06_4_u,ale_06_4,uncertain,2,Sure! One example of a month of the year is March.,False,False
ale_06_4_u,ale_06_4,uncertain,3,Sure! One example of a month of the year is March.,False,False
ale_06_4_u,ale_06_4,uncertain,4,Sure! A month of the year is January.,False,False
ale_06_4_u,ale_06_4,uncertain,5,Sure! One example of a month of the year is March.,False,False
ale_06_4_u,ale_06_4,uncertain,6,Sure! A month of the year is January.,False,False
ale_06_4_u,ale_06_4,uncertain,7,Sure! A month of the year is January.,False,False
ale_06_4_u,ale_06_4,uncertain,8,Sure! A month of the year is January.,False,False
ale_06_4_u,ale_06_4,uncertain,9,Sure! A month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,0,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,1,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,2,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,3,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,4,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,5,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,6,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,7,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,8,The first month of the year is January.,False,False
ale_06_5_c,ale_06_5,control,9,The first month of the year is January.,False,False
ale_06_5_u,ale_06_5,uncertain,0,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,1,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,2,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,3,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,4,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,5,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,6,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,7,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,8,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_06_5_u,ale_06_5,uncertain,9,Sure! How about February? It's the second month of the year in the Gregorian calendar.,False,False
ale_08_0_c,ale_08_0,control,0,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,1,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,2,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,3,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,4,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,5,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,6,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,7,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,8,Brazil is located in South America.,False,False
ale_08_0_c,ale_08_0,control,9,Brazil is located in South America.,False,False
ale_08_0_u,ale_08_0,uncertain,0,Africa is one of the continents.,False,True
ale_08_0_u,ale_08_0,uncertain,1,Africa is a continent that comes to mind. It is the second-largest and second-most populous continent in the world.,False,False
ale_08_0_u,ale_08_0,uncertain,2,Africa is a continent that comes to mind.,False,False
ale_08_0_u,ale_08_0,uncertain,3,Africa is one of the seven continents.,False,True
ale_08_0_u,ale_08_0,uncertain,4,Africa is one of the seven continents.,False,True
ale_08_0_u,ale_08_0,uncertain,5,Africa is one of the continents.,False,True
ale_08_0_u,ale_08_0,uncertain,6,Africa is one of the continents.,False,True
ale_08_0_u,ale_08_0,uncertain,7,Certainly! Africa is one of the continents.,False,True
ale_08_0_u,ale_08_0,uncertain,8,Africa is one of the continents.,False,True
ale_08_0_u,ale_08_0,uncertain,9,Africa is one of the seven continents in the world.,False,True
ale_08_1_c,ale_08_1,control,0,South America,False,False
ale_08_1_c,ale_08_1,control,1,South America,False,False
ale_08_1_c,ale_08_1,control,2,South America,False,False
ale_08_1_c,ale_08_1,control,3,South America,False,False
